link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
201580BA,qvdf,202492,652,,,-1,0,-1,1,9,,9,1500_1800,0.000,0.000,0.000,1.307,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.000,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.357793 33.661209, -112.350423 33.662610)",0.0,0.0,0.0,0.0,0.0,,,,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201581AB,qvdf,202517,202523,,,-1,0,-1,1,3,,3,1500_1800,2352.092,23.138,2352.092,1.328,35.196,0.902,0.373,0.397,700.000,0.000,0.130,0.355,3.000,278.215,1.169,1.195,0.245,0.000,39.000,33.150,0.498,1.000,35.196,29.553,1832.915,52.077,1832.915,52.077,5.079,0.000,"LINESTRING (-112.359672 33.660590, -112.349382 33.653328)",2329.0,0.0,0.0,0.0,0.0,2337.5,0,14.6,39.000,39.000,39.000,39.000,38.999,38.999,38.999,37.049,38.999,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,37.048,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,38.831,38.325,37.818,37.312,36.805,36.299,35.792,35.488,33.554,36.111,37.194,38.278,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,2351.58,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
201581BA,qvdf,202523,202517,,,-1,0,-1,1,3,,3,1500_1800,1235.407,7.715,1235.407,1.242,37.634,0.965,0.196,0.209,700.000,0.000,0.044,0.355,3.000,146.129,1.169,1.195,0.082,0.000,39.000,33.150,0.498,1.000,37.634,31.848,962.716,25.581,962.716,25.581,0.896,0.000,"LINESTRING (-112.347534 33.655948, -112.357824 33.663210)",1227.7,0.0,0.0,0.0,0.0,1066.0,0,169.4,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,37.050,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.942,38.768,38.593,38.419,38.245,38.070,37.896,37.722,35.785,38.051,38.407,38.763,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1230.89,0.00,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.21,0.21,period-based
201582AB,qvdf,202492,202517,,,-1,0,-1,1,4,,4,1500_1800,2504.698,16.496,2504.698,0.228,18.895,0.540,1.670,1.778,500.000,0.000,0.105,0.355,1.000,888.797,1.169,1.195,2.324,1.083,35.000,29.750,0.498,1.000,18.895,13.796,179.587,9.505,179.587,9.505,4.374,3.468,"LINESTRING (-112.358092 33.662784, -112.358748 33.661900)",2488.2,0.0,0.0,0.0,0.0,2520.5,0,-15.8,35.000,34.999,34.998,34.997,34.997,34.996,34.995,33.245,34.996,34.997,34.998,34.999,35.000,34.999,34.998,34.997,34.996,34.995,34.994,34.993,34.992,34.991,34.990,34.989,34.988,34.987,33.237,34.988,34.990,34.991,34.992,34.994,34.995,34.996,34.998,34.999,34.478,32.912,31.346,29.752,25.506,19.660,15.914,14.159,13.924,15.137,18.154,23.421,32.535,35.000,35.000,35.000,35.000,35.000,35.000,35.000,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,2504.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201583AB,qvdf,653,202493,,,-1,0,-1,1,9,,9,1500_1800,592.434,0.253,592.434,0.912,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,23.358,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,180.183,9.009,180.183,9.009,0.000,0.000,"LINESTRING (-112.332036 33.677200, -112.337041 33.675799)",592.2,0.0,0.0,0.0,0.0,606.4,0,-13.9,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.004,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.001,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,591.33,0.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,period-based
201583BA,qvdf,202493,653,,,-1,0,-1,1,9,,9,1500_1800,574.855,0.254,574.855,0.912,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,22.665,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,174.837,8.742,174.837,8.742,0.000,0.000,"LINESTRING (-112.336177 33.672711, -112.331172 33.674112)",574.6,0.0,0.0,0.0,0.0,647.7,0,-72.8,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.998,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,18.998,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,574.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201589AB,qvdf,202488,202768,0,AZ-303-LOOP-SOUTHBOUND,1,0,3,1,1,,1,1500_1800,6847.182,440.608,6847.182,0.589,55.165,0.811,0.590,0.600,1935.000,0.000,0.111,0.339,2.000,1161.135,1.000,1.240,0.421,0.000,68.000,57.800,0.600,1.000,55.165,46.149,3709.872,67.251,3709.872,67.251,12.694,3.066,"LINESTRING (-112.389505 33.692538, -112.396526 33.687434)",6406.6,0.0,0.0,0.0,0.0,6612.5,0,234.7,67.996,67.985,67.973,67.962,67.950,67.939,67.927,64.527,67.941,67.957,67.973,67.989,67.997,67.989,67.982,67.974,67.966,67.958,67.950,67.942,67.934,67.926,67.919,67.911,67.903,67.895,64.497,67.904,67.915,67.926,67.937,67.948,67.960,67.971,67.982,67.993,67.525,66.100,64.675,63.250,61.825,60.401,58.976,57.570,53.611,59.388,62.618,65.847,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,6847.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201590AB,qvdf,202752,202487,0,AZ-303-LOOP-NORTHBOUND,1,0,6,1,1,,1,1500_1800,5378.682,478.939,5378.682,0.544,58.898,0.866,0.463,0.471,1935.000,0.000,0.073,0.339,2.000,912.109,1.000,1.240,0.279,0.000,68.000,57.800,0.600,1.000,58.898,49.499,2871.517,48.754,2871.517,48.754,6.526,0.000,"LINESTRING (-112.396280 33.687252, -112.389369 33.692288)",4899.7,0.0,0.0,0.0,0.0,5458.6,0,-79.9,67.996,67.982,67.969,67.956,67.943,67.930,67.916,64.516,67.932,67.951,67.969,67.988,67.997,67.988,67.979,67.970,67.961,67.952,67.942,67.933,67.924,67.915,67.906,67.897,67.888,67.879,64.481,67.890,67.903,67.915,67.928,67.941,67.953,67.966,67.979,67.992,67.592,66.369,65.146,63.923,62.699,61.476,60.253,59.111,55.849,60.946,63.591,66.237,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,5378.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201592AB,qvdf,202485,202484,,,-1,0,-1,-1,3,,3,1500_1800,185.469,0.588,185.469,1.676,42.600,0.991,0.088,0.094,700.000,0.000,0.016,0.355,1.000,65.814,1.169,1.195,0.021,0.000,43.000,36.550,0.498,1.000,42.600,36.168,220.645,5.179,220.645,5.179,0.048,0.000,"LINESTRING (-112.377269 33.726356, -112.394630 33.726322)",184.9,0.0,0.0,0.0,0.0,99.2,0,86.3,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.983,42.933,42.883,42.832,42.782,42.732,42.682,42.631,40.487,42.731,42.832,42.933,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,185.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201592BA,qvdf,202484,202485,,,-1,0,-1,-1,3,,3,1500_1800,208.402,0.584,208.402,1.679,42.514,0.989,0.099,0.106,700.000,0.000,0.019,0.355,1.000,73.952,1.169,1.195,0.026,0.000,43.000,36.550,0.498,1.000,42.514,36.085,247.928,5.832,247.928,5.832,0.066,0.000,"LINESTRING (-112.394624 33.723116, -112.377263 33.723150)",207.8,0.0,0.0,0.0,0.0,133.0,0,75.4,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.980,42.918,42.857,42.796,42.735,42.674,42.612,42.551,40.408,42.672,42.795,42.918,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,208.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201594AB,qvdf,619,202484,,,-1,0,-1,1,9,,9,1500_1800,3.000,0.000,3.000,2.938,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.118,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,2.938,0.147,2.938,0.147,0.000,0.000,"LINESTRING (-112.393785 33.710436, -112.393026 33.724633)",3.0,0.0,0.0,0.0,0.0,2.3,0,0.7,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201594BA,qvdf,202484,619,,,-1,0,-1,-1,9,,9,1500_1800,1.000,0.000,1.000,2.938,20.000,1.000,0.000,0.000,99999.000,0.000,0.000,0.355,9.000,0.039,1.169,1.195,0.000,0.000,20.000,17.000,0.498,1.000,20.000,17.000,0.979,0.049,0.979,0.049,0.000,0.000,"LINESTRING (-112.396228 33.724805, -112.396987 33.710608)",1.0,0.0,0.0,0.0,0.0,2.1,0,-1.1,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201595AB,qvdf,202925,202796,115-04406,US-60-EASTBOUND,1,0,1,-1,2,,2,1500_1800,4227.940,665.714,4227.940,2.606,41.705,0.745,0.783,1.531,900.000,0.000,0.665,0.652,2.000,1377.788,1.775,1.124,2.865,0.000,56.000,47.600,0.093,1.000,41.705,37.627,7657.645,183.616,7657.645,183.616,46.873,22.741,"LINESTRING (-112.447297 33.712384, -112.424226 33.694529)",3562.2,0.0,0.0,0.0,0.0,4072.4,0,155.6,55.976,55.904,55.833,55.761,55.689,55.617,55.546,52.745,55.631,55.732,55.832,55.933,55.982,55.929,55.876,55.823,55.770,55.717,55.664,55.611,55.558,55.505,55.452,55.399,55.346,55.292,52.501,55.355,55.430,55.504,55.578,55.653,55.727,55.802,55.876,55.950,54.767,51.066,47.856,46.167,43.575,40.965,38.982,37.875,37.716,38.511,40.217,42.664,52.167,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,4227.94,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,period-based
201595BA,qvdf,202796,202925,,,-1,0,-1,1,2,,2,1500_1800,4473.792,629.666,4473.792,2.751,39.499,0.705,0.828,0.897,900.000,0.000,0.811,0.361,2.000,807.558,1.235,1.177,1.028,0.000,56.000,47.600,0.457,1.000,39.499,32.379,8102.933,205.142,8102.933,205.142,60.447,34.913,"LINESTRING (-112.422264 33.697065, -112.445335 33.714920)",3844.1,0.0,0.0,0.0,0.0,3999.0,0,474.8,55.977,55.909,55.841,55.773,55.705,55.637,55.569,52.766,55.650,55.745,55.841,55.936,55.966,55.865,55.764,55.662,55.561,55.460,55.359,55.257,55.156,55.055,54.954,54.852,54.751,54.650,51.861,54.767,54.909,55.052,55.194,55.336,55.478,55.621,55.763,55.905,55.529,54.116,52.703,51.290,49.877,48.464,50.821,35.918,33.612,45.292,51.642,53.120,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,4473.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201596AB,qvdf,202482,202481,,,-1,0,-1,-1,3,,3,1500_1800,507.817,2.355,507.817,1.465,40.884,0.951,0.242,0.257,700.000,0.000,0.072,0.355,1.000,180.200,1.169,1.195,0.117,0.000,43.000,36.550,0.498,1.000,40.884,34.537,506.791,12.396,506.791,12.396,0.610,0.000,"LINESTRING (-112.412297 33.726261, -112.429623 33.726268)",505.5,0.0,0.0,0.0,0.0,545.1,0,-37.2,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.909,42.637,42.364,42.092,41.819,41.547,41.274,41.002,38.868,41.501,42.063,42.625,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,507.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201596BA,qvdf,202481,202482,,,-1,0,-1,-1,3,,3,1500_1800,361.248,2.286,361.248,1.433,41.786,0.972,0.172,0.183,700.000,0.000,0.040,0.355,1.000,128.190,1.169,1.195,0.066,0.000,43.000,36.550,0.498,1.000,41.786,35.392,360.519,8.628,360.519,8.628,0.244,0.000,"LINESTRING (-112.429623 33.723062, -112.412297 33.723055)",359.0,0.0,0.0,0.0,0.0,406.4,0,-45.2,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,40.850,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.949,42.794,42.640,42.486,42.331,42.177,42.023,41.868,39.731,42.163,42.477,42.791,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,361.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201597AB,qvdf,202482,202480,,,-1,0,-1,-1,4,,4,1500_1800,982.584,6.374,982.584,1.410,36.813,0.920,0.328,0.349,500.000,0.000,0.112,0.355,2.000,174.336,1.169,1.195,0.196,0.000,40.000,34.000,0.498,1.000,36.813,30.980,849.935,23.088,849.935,23.088,1.839,0.000,"LINESTRING (-112.413849 33.724259, -112.410855 33.712600)",976.2,0.0,0.0,0.0,0.0,965.0,0,17.5,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.860,39.442,39.023,38.604,38.185,37.766,37.347,37.709,35.722,37.645,38.528,39.411,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,982.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201597BA,qvdf,202480,202482,,,-1,0,-1,1,4,,4,1500_1800,1348.761,6.494,1348.761,1.490,34.840,0.871,0.450,0.479,500.000,0.000,0.192,0.355,2.000,239.305,1.169,1.195,0.335,0.000,40.000,34.000,0.498,1.000,34.840,29.140,1166.679,33.486,1166.679,33.486,4.319,0.000,"LINESTRING (-112.407751 33.713398, -112.410745 33.725057)",1342.3,0.0,0.0,0.0,0.0,1316.1,0,32.6,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,37.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,39.765,39.061,38.358,37.654,36.950,36.246,35.542,36.032,34.055,35.868,37.417,38.967,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1348.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201600AB,qvdf,202481,202479,,,-1,0,-1,-1,4,,4,1500_1800,0.000,0.000,0.000,1.066,39.000,1.000,0.000,0.000,500.000,0.000,0.000,0.355,1.000,0.000,1.169,1.195,0.000,0.000,39.000,33.150,0.498,1.000,39.000,33.150,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.428020 33.724672, -112.428067 33.734730)",0.0,0.0,0.0,0.0,0.0,,,,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201600BA,qvdf,202479,202481,,,-1,0,-1,-1,4,,4,1500_1800,0.000,0.000,0.000,1.066,39.000,1.000,0.000,0.000,500.000,0.000,0.000,0.355,1.000,0.000,1.169,1.195,0.000,0.000,39.000,33.150,0.498,1.000,39.000,33.150,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.431273 33.734716, -112.431226 33.724658)",0.0,0.0,0.0,0.0,0.0,,,,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
201601AB,qvdf,202477,202481,,,-1,0,-1,-1,3,,3,1500_1800,361.248,2.286,361.248,0.719,38.870,0.972,0.172,0.183,700.000,0.000,0.020,0.355,1.000,128.190,1.169,1.195,0.066,0.000,40.000,34.000,0.498,1.000,38.870,32.922,168.327,4.330,168.327,4.330,0.122,0.000,"LINESTRING (-112.437714 33.723054, -112.429623 33.723062)",359.0,0.0,0.0,0.0,0.0,406.4,0,-45.2,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.952,39.809,39.665,39.521,39.378,39.234,39.091,38.947,36.959,39.221,39.513,39.805,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,361.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,period-based
